1,Cole Sprouse Just Hilariously Roasted Lili Reinhart On Twitter And I Am Living For It,buzzfeed,"""Sorry I didn't reply quicker...""",ObjectId(5af9c5bc3c405d5f4020bea9),,,,
2,39 Stores That Are Having Great Sales This Week,buzzfeed,"Deals at Aerie, Rebecca Minkoff, Wayfair, and more!",ObjectId(5af9c5bd3c405d5f4020beac),,,,
2,"Sorry, But Gen Z Is The Only Generation That'll Pass This Quiz",buzzfeed,Do you have what it takes to pass?,ObjectId(5af9c5be3c405d5f4020beaf),,,,
1,This High School Prom Featured A Caged Tiger As Entertainment And People Are Horrified,buzzfeed,Students were also snapped cuddling a fox at the prom for the Florida high school.,ObjectId(5af9c5bf3c405d5f4020beb2),,,,
2,"Design A House And We??ll Give You The Perfect ""Avengers: Infinity War"" Character To Be Your Roomie",buzzfeed,Everyone would love to live with a superhero!,ObjectId(5af9c5c03c405d5f4020beb5),,,,
2,Tell Us Your Morning Routine And We'll Tell You What % Lazy Girl You Are,buzzfeed,Are you taking your time or doing the bare minimum?,ObjectId(5af9c5c13c405d5f4020beb8),,,,
4,Elon Musk tells employees Tesla will streamline management,cnbc,Tesla will begin the restructuring process CEO Elon Musk discussed on a conference call in early May.,ObjectId(5af9c5c23c405d5f4020bebb),,,,
5,Republican Sen. Marco Rubio warns: Trump's reversal on China's ZTE is a national security risk,cnbc,Rubio's criticism of Trump's move to help ZTE marks the first backlash to the effort from a top Republican official.,ObjectId(5af9c5c33c405d5f4020bebe),,,,
7,Waymo tells police how to break into and disable its self-driving cars,cnbc,"The instructions aim to immobilize the vehicle, first, but protect Waymo's autonomous tech second.",ObjectId(5af9c5c43c405d5f4020bec1),,,,
4,"As much as $150 billion annually at stake for Apple, Intel and other US tech companies in China-US trade fight",cnbc,"U.S. technology companies generate roughly $100 billion to $150 billion in revenues from China, Jefferies analysts estimate.",ObjectId(5af9c5c63c405d5f4020bec5),,,,
8,IRS may nix blue states' workaround on tax deduction caps,cnbc,Three high-tax states have passed legislation that will allow residents a work around for caps on state and local income taxes. The only thing that's missing is Uncle Sam's approval of these strategies.,ObjectId(5af9c5c73c405d5f4020bec8),,,,
8,US Supreme Court rules for New Jersey in state's fight to legalize sports betting,cnbc,"The U.S. Supreme Court will allow more states to legalize sports betting, breaking up Nevada's monopoly on the practice.",ObjectId(5af9c5c83c405d5f4020becb),,,,
6,Mark Cuban: Top sports team just saw their value double on Supreme Court betting decision,cnbc,"The Supreme Court decision to allow states to legalize sports betting is great news for investors in the gambling industry, billionaire investor Mark Cuban told CNBC on Monday.",ObjectId(5af9c5c93c405d5f4020bece),,,,
9,Deadly protests erupt over the US Embassy move to Jerusalem,cnbc,Dozens of Palestinians are killed and hundreds wounded as they press attempts to cross into Israel from Gaza to protest the birth of the Jewish state 70 years earlier.,ObjectId(5af9c5ca3c405d5f4020bed1),,,,
7,Here???s how blockchain may replace IDs in the future,cnbc,The UN's World Food Program launched a project called Building Blocks in 2016 to look into blockchain's capabilities. Blockchain can help create a decentralized identity for those with no proof of their existence. Part of their project includes replacing cash registers in refugee camps throughout Jordan.,ObjectId(5af9c5cb3c405d5f4020bed5),,,,
2,SoulCycle CEO on her college wake-up call and the No. 1 thing women can do to get ahead,cnbc,SoulCycle CEO Melanie Whelan sits down with Adam Bryant to talk about challenges she's faced and her best advice to other women.,ObjectId(5af9c5cc3c405d5f4020bed8),,,,
9,US opens new Embassy in Jerusalem as dozens die in Gaza,cnn,"The US officially relocated its Embassy to Jerusalem on Monday, formally upending decades of US policy in a move that was met with with deadly clashes in Gaza.",ObjectId(5af9c5cd3c405d5f4020bedb),,,,
9,Protests in Gaza ahead of US embassy move: Live updates,cnn,"At least 25 people were killed during protests in Gaza, hours before the US embassy opens in Jerusalem. Follow here for the latest.",ObjectId(5af9c5ce3c405d5f4020bede),,,,
5,Kushner calls for unity at Jerusalem embassy dedication,cnn,"White House senior adviser Jared Kushner called for unity Monday at the opening of the United States' new embassy in Jerusalem, according to excerpts of his speech released by the White House.",ObjectId(5af9c5d03c405d5f4020bee2),,,,
9,Controversial US pastors take part in Jerusalem embassy opening,cnn,Monday's ceremony marking the relocation of the US Embassy in Israel to Jerusalem will break with tradition in more ways than one. Evangelical leaders John Hagee and Robert Jeffress will be in attendance and are slated to speak.,ObjectId(5af9c5d13c405d5f4020bee5),,,,
5,"Ivanka Trump, Mnuchin unveil embassy plaque - CNN Video",cnn,Treasury Secretary Steven Mnuchin and adviser to President Trump Ivanka Trump unveil the plaque at the new US Embassy in Jerusalem.,ObjectId(5af9c5d23c405d5f4020bee8),,,,
5,"For evangelicals, Jerusalem is about prophecy, not politics",cnn,"Donald Trump's recognition of Jerusalem pleases evangelical Christians because they see it as a step toward the end-times, says Diana Butler Bass.",ObjectId(5af9c5d33c405d5f4020beeb),,,,
6,Beitar 'Trump' Jerusalem: Israeli soccer club renames itself,cnn,One of Israel's most famous soccer clubs has renamed itself Beitar 'Trump' Jerusalem in honor of Donald Trump's decision to relocate the US embassy to Jerusalem.,ObjectId(5af9c5d43c405d5f4020beee),,,,
8,Supreme Court lets states legalize sports gambling,cnn,"The Supreme Court cleared the way on Monday for states to legalize sports betting, striking down a 1992 federal law that had prohibited most states from authorizing sports betting.",ObjectId(5af9c5d53c405d5f4020bef1),,,,
8,See lava spew hundreds of feet into air - CNN Video,cnn,More Hawaii residents have been told to evacuate as two new fissures open and volcanoes spew lava and fumes. CNN's Scott McLean reports.,ObjectId(5af9c5d63c405d5f4020bef4),,,,
8,NYT: More than 2 dozen people killed by carbon monoxide after leaving on their keyless cars,cnn,A New York Times report published Sunday found at least 28 deaths and 45 injuries have been linked to carbon monoxide from keyless ignition vehicles.,ObjectId(5af9c5d73c405d5f4020bef8),,,,
6,Celtics' Morris bottles up LeBron to back up talk,espn,"Marcus Morris, moved into the Celtics' starting lineup for Game 1 against the Cavaliers after eyebrow-raising boasts, was indeed effective at limiting the output of LeBron James.",ObjectId(5af9c5d83c405d5f4020befb),,,,
6,"Sources: Bucks, Raptors key in on Budenholzer",espn,"With both teams having head-coaching spots to fill, the Raptors are opening conversations with Mike Budenholzer while Bucks will re-engage with him early this week, sources said.",ObjectId(5af9c5da3c405d5f4020beff),,,,
6,"Coach: Serena ready now, had played too soon",espn,"Serena Williams' coach, Patrick Mouratoglou, told WTATennis.com that he is ""confident"" Williams will be at Roland Garros for the start of the season's second Grand Slam on May 21.",ObjectId(5af9c5db3c405d5f4020bf02),,,,
6,Cavs lament another 1-0 playoff series deficit,espn,"The statistics tell the Game 1 story: The Cavs were outscored 36-18 in the first quarter and trailed by as many as 29 points, and their 26-point halftime deficit was the largest in LeBron James' 229-game postseason career.",ObjectId(5af9c5dc3c405d5f4020bf05),,,,
6,A Yankee first: Four 10-HR hitters by 40th game,espn,"Yankees slugger Giancarlo Stanton hit his 10th home run of the season Sunday night against the A's, giving the team four players with 10 home runs by the 40th game of the season, a first in Yankees history.",ObjectId(5af9c5dd3c405d5f4020bf08),,,,
6,Tiger: 'Played much better' than score suggests,espn,"After finishing tied for 11th at The Players Championship, Tiger Woods said he felt he ""really played really good"" on Sunday and will head into his next tournament with a lot of confidence.",ObjectId(5af9c5de3c405d5f4020bf0b),,,,
6,Which contenders are in trouble and what they can do about it?,espn,"Six weeks ago, the Dodgers looked like postseason locks. Now they're among the clubs whose playoff odds have taken a big hit.",ObjectId(5af9c5df3c405d5f4020bf0e),,,,
1,Netflix Renews Lost in Space for Season 2 - IGN,ign,More danger awaits Will Robinson and the rest of the Robinson family in Season 2.,ObjectId(5af9c5ec3c405d5f4020bf31),,,,
2,"Daily Deals: 55"" Samsung 4K TV for $550, Microsoft Surface Laptop, and Gloomhaven - IGN",ign,"700-Piece LEGO Go Brick Me for $24 (only 3 cents per brick), Xbox One S Forza Edition for $229, 4K Marvel &amp;amp; Star Wars Movies, and More.",ObjectId(5af9c5ed3c405d5f4020bf34),,,,
2,Opinion: How God of War Made Me a Better Father - IGN,ign,The bond between Kratos and Atreus made me think quite a bit about the relationship between myself and my daughter.,ObjectId(5af9c5ee3c405d5f4020bf38),,,,
1,Exclusive: Deadpool Photobombs Logan and Other Fox Movies in These New Blu-ray Covers - IGN,ign,Check out these awesome Deadpool &quot,photobombed&quot, Blu-ray covers.,ObjectId(5af9c5ef3c405d5f4020bf3b),,
1,Overwatch Anniversary 2018 Announced - IGN,ign,"The Overwatch Anniversary is coming, and it brings new opportunities to obtain limited-time rewards!",ObjectId(5af9c5f03c405d5f4020bf3e),,,,
1,"Out This Week: Rick and Morty Season 3, Dragon's Crown Pro, The Wizard on Blu-ray - IGN",ign,Bring home Pickle Rick this week. No need to refrigerate him!,ObjectId(5af9c5f13c405d5f4020bf41),,,,
1,"How a Failed Jurassic Park Game Led to the Creation of the Xbox ??"" IGN Unfiltered - IGN",ign,"Before Seamus Blackley wrote the proposal for the original Xbox, a string of setbacks, bad luck, and self-imposed shame conspired to almost drive him out of the industry entirely.",ObjectId(5af9c5f23c405d5f4020bf44),,,,
1,Jurassic World Evolution: Revealing Isla Pena - IGN First - IGN,ign,Here's Jurassic World Evolution's most challenging island yet.,ObjectId(5af9c5f43c405d5f4020bf47),,,,
1,The First 17 Minutes of State of Decay 2 Gameplay - IGN Video,ign,We take a look at the beginning of Eric and Jordan's adventure in the sequel for State of Decay!,ObjectId(5af9c5f53c405d5f4020bf4a),,,,
1,The First 11 Minutes of Wizard of Legend on Nintendo Switch - IGN Video,ign,We find out what it takes to be a true wizard in Wizard of Legend!,ObjectId(5af9c5f63c405d5f4020bf4d),,,,
1,Stardew Valley launches on PS Vita May 22,polygon,"The PlayStation Vita version of Stardew Valley is (still) coming soon. An good news! If you already have Stardew Valley on PS4, guess what? You???ll have it on Vita now, too.",ObjectId(5af9c5f73c405d5f4020bf51),,,,
1,An ???alternate??ù Superhot will feature levels inspired by Japan,polygon,Hopefully this will get a US release as well,ObjectId(5af9c5f93c405d5f4020bf54),,,,
1,Fortnite Battle Royale and Avengers: Infinity War event starts May 8,polygon,A mashup between two of the biggest franchises on the way,ObjectId(5af9c5fa3c405d5f4020bf57),,,,
1,Rage 2 trailer mixes Mad Max with Borderlands,polygon,"Rage 2 brings Bethesda???s franchise back to life. The trailer suggests a mix of Mad Max, Borderlands and lots of video game shooter combat.",ObjectId(5af9c5fb3c405d5f4020bf5a),,,,
1,NES Classic Edition returns to stores in June,polygon,Nintendo expects the system to last through the year,ObjectId(5af9c5fc3c405d5f4020bf5d),,,,
1,Overwatch League???s Philadelphia Fusion???s FU shirts banned,polygon,"Wearing black t-shirts, they beat Toronto anyway",ObjectId(5af9c5fd3c405d5f4020bf61),,,,
1,"???Idiot Games??? developer Chris Bulch strikes back with ???Rocket Punch,??? launching in 2019",polygon,Rocket Punch! Coming to PlayStation 4 in 2019.,ObjectId(5af9c5ff3c405d5f4020bf65),,,,
8,Supreme Court Invalidates Federal Ban On Sports Gambling,the-huffington-post,The 7-2 ruling paves the way for New Jersey and other states to legalize sports betting.,ObjectId(5af9c6003c405d5f4020bf69),,,,
8,Iowa Gov. Says 'We're Not Slowing Down' After Signing Country's Strictest Abortion Ban,the-huffington-post,"???We are No. 1 in the country when it comes to protecting life,??ù Republican Gov. Kim Reynolds said.",ObjectId(5af9c6013c405d5f4020bf6d),,,,
4,Facebook Suspends 200 Apps Amid Data Misuse Investigation,the-huffington-post,The investigation was launched in response to the Cambridge Analytica scandal.,ObjectId(5af9c6023c405d5f4020bf72),,,,
8,Parkland Students Had 'Legendary Breakfast' With Waffle House Shooting Hero James Shaw,the-huffington-post,"???Lots of work ahead but the young people will win,??ù tweeted student David Hogg.",ObjectId(5af9c6033c405d5f4020bf76),,,,
5,Still No Apology From The White House Over 'Dying' McCain Dig,the-huffington-post,The White House appeared to be more upset that Kelly Sadler???s comment was leaked than by her ugly remark.,ObjectId(5af9c6043c405d5f4020bf7a),,,,
8,Fox News Host: Trump Fulfilled Biblical Prophecy By Moving U.S. Embassy To Jerusalem,the-huffington-post,Jeanine Pirro also compared Trump to King Cyrus.,ObjectId(5af9c6053c405d5f4020bf7e),,,,
